# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.09.2019 21:00,14.2,759.4,760.0,,87,Wind blowing from the south-west,4,7,,no clouds, ,,,14.2,17.4,,,,,,19.0,12.1,6,12,,,,
12.09.2019 18:00,16.1,758.9,759.6,,73,Wind blowing from the south-west,8,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,600-1000,,,23.0,11.3,,,,,,
12.09.2019 15:00,16.5,758.5,759.1,,78,Wind blowing from the south-west,7,,,50%.,No significant weather observed. ,,,,,,50%.,600-1000,,,27.0,12.7,,,,,,
12.09.2019 12:00,14.6,758.2,758.9,,94,Wind blowing from the south,9,,,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,300-600,,,11.0,13.6,,,,,,
12.09.2019 09:00,15.5,759.2,759.9,,86,Wind blowing from the south-southwest,7,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,14.8,16.3,,100%.,600-1000,,,13.0,13.1,6,12,,,,
12.09.2019 06:00,15.4,759.6,760.3,,89,Wind blowing from the south-southwest,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,23.0,13.6,,,,,,
12.09.2019 03:00,15.2,760.4,761.1,,88,Wind blowing from the south-southwest,5,,,40%.,No significant weather observed. ,,,,,,40%.,300-600,,,23.0,13.2,,,,,,
12.09.2019 00:00,15.7,760.0,760.6,,91,Wind blowing from the south-west,7,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%",300-600,,,20.0,14.3,,,,,,
11.09.2019 21:00,16.2,759.1,759.8,,94,Wind blowing from the south-southwest,5,,,"90  or more, but not 100%","Rain, not freezing, slight. ",,,14.3,16.6,,40%.,300-600,,,11.0,15.2,3,12,,,,
11.09.2019 18:00,16.6,758.8,759.4,,88,Wind blowing from the south,9,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,23.0,14.5,,,,,,
11.09.2019 15:00,16.3,759.9,760.6,,86,Wind blowing from the south,7,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,30.0,13.9,,,,,,
11.09.2019 12:00,14.3,760.4,761.1,,89,Wind blowing from the south,7,,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,600-1000,,,10.0,12.5,,,,,,
11.09.2019 09:00,15.8,761.1,761.8,,78,Wind blowing from the south,5,,,no clouds,No significant weather observed. ,,,15.2,20.2,,,,,,30.0,11.9,,,,,,
11.09.2019 06:00,16.0,761.8,762.5,,78,Wind blowing from the south,5,,,60%.,No significant weather observed. ,,,,,,60%.,1500-2000,,,30.0,12.1,,,,,,
11.09.2019 03:00,17.0,762.4,763.1,,82,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,21.0,13.9,,,,,,
11.09.2019 00:00,17.1,762.9,763.6,,84,Wind blowing from the east-southeast,3,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,2000-2500,,,23.0,14.3,,,,,,
10.09.2019 21:00,19.9,763.0,763.7,,71,Wind blowing from the south-east,7,,,"10%  or less, but not 0",No significant weather observed. ,,,16.8,22.7,,"10%  or less, but not 0","2500 or more, or no clouds.",,,26.0,14.4,,,,,,
10.09.2019 18:00,20.5,763.3,763.9,,69,Wind blowing from the east-southeast,4,,,no clouds,No significant weather observed. ,,,,,,,,,,24.0,14.6,,,,,,
10.09.2019 15:00,21.0,763.8,764.4,,73,Wind blowing from the east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,20.0,16.0,,,,,,
10.09.2019 12:00,19.6,764.3,765.0,,75,Wind blowing from the east,5,,,no clouds,No significant weather observed. ,,,,,,,,,,18.0,15.0,,,,,,
10.09.2019 09:00,16.8,764.3,765.0,,98,Wind blowing from the north-east,3,,,50%.,Mist. ,,,14.1,16.8,,50%.,100-200,,,7.0,16.5,,,,,,
10.09.2019 06:00,15.8,764.5,765.2,,99,Wind blowing from the north-east,3,,,100%.,Mist. ,,,,,,100%.,50-100,,,2.6,15.7,,,,,,
10.09.2019 03:00,15.3,764.9,765.6,,99,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Mist. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,2.3,15.2,,,,,,
10.09.2019 00:00,15.5,765.6,766.3,,100,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%",Fog ,,,,,,"90  or more, but not 100%",100-200,,,3.1,15.5,,,,,,
09.09.2019 21:00,15.7,765.5,766.3,,97,Wind blowing from the east,3,,,no clouds,Mist. ,,,15.7,18.4,,,,,,9.0,15.2,7,12,,,,
09.09.2019 18:00,18.0,764.9,765.6,,87,Wind blowing from the south-east,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,22.0,15.7,,,,,,
09.09.2019 15:00,17.4,765.2,765.9,,93,Wind blowing from the south-east,3,,,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,14.0,16.3,,,,,,
09.09.2019 12:00,16.5,765.1,765.8,,98,Wind blowing from the south,3,,,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,5.0,16.2,,,,,,
09.09.2019 09:00,16.7,764.6,765.3,,93,Wind blowing from the east,4,,,"90  or more, but not 100%",No significant weather observed. ,,,14.5,16.7,,"90  or more, but not 100%",200-300,,,10.0,15.6,0.2,12,,,,
09.09.2019 06:00,15.3,765.1,765.8,,97,Wind blowing from the east,4,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"10%  or less, but not 0",200-300,,,17.0,14.8,,,,,,
09.09.2019 03:00,16.2,766.0,766.6,,87,Wind blowing from the east-northeast,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30.0,14.0,,,,,,
09.09.2019 00:00,15.5,767.0,767.8,,88,Wind blowing from the east-northeast,4,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,30.0,13.5,,,,,,
08.09.2019 21:00,14.7,767.8,768.4,,86,Wind blowing from the east-northeast,5,,,100%.,No significant weather observed. ,,,14.5,16.7,,100%.,"2500 or more, or no clouds.",,,35.0,12.4,0.7,12,,,,
08.09.2019 18:00,14.7,768.4,769.0,,92,Wind blowing from the north-east,4,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",1500-2000,,,24.0,13.4,,,,,,
08.09.2019 15:00,15.9,768.8,769.5,,77,Wind blowing from the east-northeast,3,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,2000-2500,,,27.0,11.9,,,,,,
08.09.2019 12:00,15.7,769.0,769.6,,84,Wind blowing from the south-east,2,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,30.0,13.0,,,,,,
08.09.2019 09:00,14.9,768.4,769.1,,98,Wind blowing from the south-east,3,,,100%.,No significant weather observed. ,,,10.7,14.9,,100%.,"2500 or more, or no clouds.",,,30.0,14.6,,,,,,
08.09.2019 06:00,13.0,768.0,768.7,,100,Wind blowing from the south-east,3,,,60%.,Mist. ,,,,,,50%.,"2500 or more, or no clouds.",,,4.2,13.0,,,,,,
08.09.2019 03:00,11.6,767.8,768.4,,100,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%",Mist. ,,,,,,"90  or more, but not 100%",2000-2500,,,6.0,11.6,,,,,,
08.09.2019 00:00,10.9,767.5,768.2,,100,Wind blowing from the south-southeast,3,,,40%.,Fog ,,,,,,40%.,"2500 or more, or no clouds.",,,8.0,10.9,,,,,,
07.09.2019 21:00,13.4,766.9,767.6,,99,Wind blowing from the south-east,3,,,70 – 80%.,Mist. ,,,13.4,17.9,,70 – 80%.,1000-1500,,,9.0,13.2,3,12,,,,
07.09.2019 18:00,14.6,766.5,767.2,,96,Wind blowing from the south,2,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"10%  or less, but not 0",300-600,,,19.0,14.0,,,,,,
07.09.2019 15:00,16.8,765.9,766.6,,74,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%","Rain, not freezing, slight. ",,,,,,"90  or more, but not 100%",1000-1500,,,21.0,12.2,,,,,,
07.09.2019 12:00,16.2,765.8,766.5,,78,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,60%.,"2500 or more, or no clouds.",,,30.0,12.4,,,,,,
07.09.2019 09:00,14.0,765.0,765.7,,95,Wind blowing from the south,4,,,no clouds,No significant weather observed. ,,,6.8,14.0,,,,,,35.0,13.2,,,,,,
07.09.2019 06:00,6.9,764.3,765.1,,100,Wind blowing from the south-east,3,,,70 – 80%.,No significant weather observed. ,,,,,,20–30%.,"2500 or more, or no clouds.",,,30.0,6.9,,,,,,
07.09.2019 03:00,7.6,763.8,764.5,,100,"Calm, no wind",0,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.6,,,,,,
07.09.2019 00:00,10.8,763.0,763.6,,95,Wind blowing from the south-west,3,,,40%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,40.0,10.0,,,,,,
06.09.2019 21:00,12.9,761.7,762.4,,89,Wind blowing from the south-west,3,,,no clouds,No significant weather observed. ,,,12.9,17.5,,,,,,40.0,11.1,0.4,12,,,,
06.09.2019 18:00,15.8,759.8,760.5,,62,Wind blowing from the west,6,,,60%.,No significant weather observed. ,,,,,,60%.,1000-1500,,,40.0,8.4,,,,,,
06.09.2019 15:00,15.3,758.4,759.1,,73,Wind blowing from the south-west,6,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",1500-2000,,,30.0,10.4,,,,,,
06.09.2019 12:00,16.3,757.0,757.6,,78,Wind blowing from the south-southwest,5,,,40%.,Rain (not freezing). ,,,,,,40%.,2000-2500,,,35.0,12.4,,,,,,
06.09.2019 09:00,13.6,755.8,756.4,,99,Wind blowing from the south-southwest,3,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,13.3,16.5,,"90  or more, but not 100%",1500-2000,,,11.0,13.4,3,12,,,,
06.09.2019 06:00,14.6,755.2,755.9,,95,Wind blowing from the south,4,,,60%.,No significant weather observed. ,,,,,,60%.,200-300,,,20.0,13.8,,,,,,
06.09.2019 03:00,14.9,755.3,756.0,,94,Wind blowing from the south-southwest,5,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,20.0,13.9,,,,,,
06.09.2019 00:00,16.2,755.0,755.7,,91,Wind blowing from the south-southwest,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,300-600,,,29.0,14.7,,,,,,
05.09.2019 21:00,15.8,755.0,755.7,,93,Wind blowing from the south-southwest,6,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,15.2,19.6,,"10%  or less, but not 0",1500-2000,,,22.0,14.6,3,12,,,,
05.09.2019 18:00,16.4,755.2,755.8,,93,Wind blowing from the south-southwest,6,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,1000-1500,,,16.0,15.2,,,,,,
05.09.2019 15:00,19.0,754.8,755.5,,77,Wind blowing from the south-southeast,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30.0,14.9,,,,,,
05.09.2019 12:00,17.6,756.0,756.7,,81,Wind blowing from the south,5,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,27.0,14.3,,,,,,
05.09.2019 09:00,15.2,756.8,757.5,,87,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,9.3,15.2,,"90  or more, but not 100%",300-600,,,26.0,13.0,,,,,,
05.09.2019 06:00,13.5,757.4,758.1,,99,Wind blowing from the south,4,,,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,22.0,13.4,,,,,,
05.09.2019 03:00,9.7,758.1,758.8,,100,Wind blowing from the south-southeast,1,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,16.0,9.7,,,,,,
05.09.2019 00:00,11.1,758.4,759.1,,99,Wind blowing from the south-west,1,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,16.0,11.0,,,,,,
04.09.2019 21:00,15.1,758.0,758.7,,84,Wind blowing from the south-west,4,,,40%.,No significant weather observed. ,,,15.1,20.2,,40%.,1500-2000,,,45.0,12.4,0.2,12,,,,
04.09.2019 18:00,17.6,757.4,758.1,,64,Wind blowing from the south-southwest,7,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,10.6,,,,,,
04.09.2019 15:00,19.1,757.3,758.0,,72,Wind blowing from the south-southwest,6,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,20–30%.,300-600,,,30.0,14.0,,,,,,
04.09.2019 12:00,17.9,757.6,758.2,,81,Wind blowing from the south,5,,,"90  or more, but not 100%","Rain, not freezing, slight. ",,,,,,70 – 80%.,300-600,,,29.0,14.6,,,,,,
04.09.2019 09:00,15.7,757.9,758.5,,87,Wind blowing from the south,5,,,"90  or more, but not 100%",No significant weather observed. ,,,7.8,15.7,,"90  or more, but not 100%",300-600,,,35.0,13.5,,,,,,
04.09.2019 06:00,14.7,758.5,759.2,,81,Wind blowing from the south,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,600-1000,,,35.0,11.4,,,,,,
04.09.2019 03:00,7.8,759.7,760.3,,100,Wind blowing from the south,3,,,no clouds,No significant weather observed. ,,,,,,,,,,13.0,7.8,,,,,,
04.09.2019 00:00,9.4,760.3,761.0,,99,Wind blowing from the south-southwest,1,,,no clouds,No significant weather observed. ,,,,,,,,,,15.0,9.2,,,,,,
03.09.2019 21:00,13.8,760.6,761.3,,78,Wind blowing from the south-west,3,,,no clouds,No significant weather observed. ,,,13.8,19.0,,,,,,35.0,10.0,,,,,,
03.09.2019 18:00,17.1,760.5,761.2,,62,Wind blowing from the south-southwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,9.6,,,,,,
03.09.2019 15:00,18.9,760.9,761.6,,60,Wind blowing from the south-southwest,5,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1000-1500,,,35.0,10.8,,,,,,
03.09.2019 12:00,16.8,761.1,761.8,,69,Wind blowing from the west-southwest,4,,,50%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40.0,11.1,,,,,,
03.09.2019 09:00,14.3,760.6,761.3,,94,Wind blowing from the west,3,,,70 – 80%.,No significant weather observed. ,,,10.4,14.8,,20–30%.,1000-1500,,,28.0,13.4,0.6,12,,,,
03.09.2019 06:00,10.9,760.0,760.6,,99,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%",Mist. ,,,,,,,"2500 or more, or no clouds.",,,2.8,10.8,,,,,,
03.09.2019 03:00,11.6,759.5,760.3,,99,Wind blowing from the south-west,3,,,"90  or more, but not 100%",Mist. ,,,,,,,"2500 or more, or no clouds.",,,3.2,11.5,,,,,,
03.09.2019 00:00,12.3,759.1,759.7,,99,Wind blowing from the south-west,3,,,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,10.0,12.1,,,,,,
02.09.2019 21:00,14.8,757.9,758.5,,96,Wind blowing from the west,4,,,100%.,"Rain, not freezing, moderate. ",,,14.8,21.3,,100%.,1000-1500,,,9.0,14.1,14,12,,,,
02.09.2019 18:00,19.4,756.7,757.3,,87,Wind blowing from the west,3,,,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,1000-1500,,,7.0,17.1,,,,,,
02.09.2019 15:00,20.8,756.9,757.6,,72,Wind blowing from the south-east,5,,,50%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,28.0,15.6,,,,,,
02.09.2019 12:00,19.3,757.3,758.0,,81,Wind blowing from the east-southeast,5,,,no clouds,No significant weather observed. ,,,,,,,,,,23.0,15.9,,,,,,
02.09.2019 09:00,17.6,757.6,758.3,,90,Wind blowing from the south-east,5,,,no clouds,No significant weather observed. ,,,13.9,17.6,,,,,,20.0,16.0,,,,,,
02.09.2019 06:00,15.6,758.2,758.8,,99,Wind blowing from the south-east,3,,,no clouds,Mist. ,,,,,,,,,,9.0,15.4,,,,,,
02.09.2019 03:00,15.8,758.9,759.6,,96,Wind blowing from the south-southeast,4,,,no clouds,No significant weather observed. ,,,,,,,,,,20.0,15.2,,,,,,
02.09.2019 00:00,14.1,759.2,759.9,,99,Wind blowing from the south-east,3,,,no clouds,Mist. ,,,,,,,,,,8.0,13.9,,,,,,
01.09.2019 21:00,17.3,760.0,760.6,,82,Wind blowing from the east,4,,,no clouds,No significant weather observed. ,,,16.2,21.2,,,,,,35.0,14.2,,,,,,
01.09.2019 18:00,20.1,760.3,760.9,,63,Wind blowing from the east-southeast,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,12.8,,,,,,
01.09.2019 15:00,19.9,761.4,762.1,,65,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,13.1,,,,,,
01.09.2019 12:00,18.9,762.3,763.0,,72,Wind blowing from the south-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,13.8,,,,,,
01.09.2019 09:00,16.2,762.7,763.4,,100,Wind blowing from the south-southeast,2,,,"10%  or less, but not 0",Mist. ,,,,16.3,,"10%  or less, but not 0",100-200,,,8.0,16.2,,,,,,
01.09.2019 06:00,10.3,763.1,763.9,,100,Wind blowing from the south,2,,,no clouds,Fog ,,,,,,,,,,7.0,10.3,,,,,,
01.09.2019 03:00,11.9,763.6,764.3,,99,Wind blowing from the south,3,,,"10%  or less, but not 0",Fog ,,,,,,"10%  or less, but not 0",100-200,,,2.9,11.8,,,,,,
01.09.2019 00:00,13.3,763.9,764.7,,99,Wind blowing from the west-southwest,3,,,no clouds,Mist. ,,,,,,,,,,6.0,13.2,,,,,,
31.08.2019 21:00,15.6,764.0,764.7,,89,Wind blowing from the south-southwest,3,,,no clouds,No significant weather observed. ,,,15.5,21.7,,,,,,35.0,13.7,,,,,,
31.08.2019 18:00,20.5,764.4,765.1,,61,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,12.8,,,,,,
31.08.2019 15:00,21.2,764.8,765.5,,62,Wind blowing from the south-southwest,5,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,13.6,,,,,,
31.08.2019 12:00,19.9,765.2,765.9,,64,Wind blowing from the south-west,4,,,20–30%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,35.0,12.9,,,,,,
31.08.2019 09:00,17.1,764.8,765.5,,89,Wind blowing from the west-southwest,4,,,no clouds,No significant weather observed. ,,,11.9,17.3,,,,,,30.0,15.3,,,,,,
31.08.2019 06:00,12.8,764.4,765.1,,99,Wind blowing from the west-southwest,2,,,no clouds,Mist. ,,,,,,,,,,3.4,12.7,,,,,,
31.08.2019 03:00,14.0,764.2,764.9,,99,Wind blowing from the south-west,2,,,"90  or more, but not 100%",Mist. ,,,,,,,"2500 or more, or no clouds.",,,6.0,13.9,,,,,,
31.08.2019 00:00,15.1,763.8,764.5,,96,Wind blowing from the west,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,13.0,14.5,,,,,,
30.08.2019 21:00,17.3,763.2,763.9,,89,Wind blowing from the west-southwest,3,,,no clouds,No significant weather observed. ,,,17.3,23.0,,,,,,29.0,15.4,,,,,,
30.08.2019 18:00,20.6,762.6,763.3,,78,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,16.7,,,,,,
30.08.2019 15:00,21.8,762.3,763.0,,80,Wind blowing from the south-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,17.0,18.2,,,,,,
30.08.2019 12:00,19.9,761.9,762.6,,95,Wind blowing from the south-west,3,,,100%.,Mist. ,,,,,,100%.,100-200,,,6.0,19.0,,,,,,
30.08.2019 09:00,18.3,761.0,761.7,,99,Wind blowing from the south-southwest,3,,,100%.,Mist. ,,,17.2,19.9,,100%.,200-300,,,8.0,18.1,4,12,,,,
30.08.2019 06:00,17.3,760.8,761.5,,98,Wind blowing from the south-southeast,3,,,100%.,"Rain, not freezing, slight. ",,,,,,"90  or more, but not 100%",200-300,,,7.0,17.0,,,,,,
30.08.2019 03:00,18.6,761.0,761.7,,85,Wind blowing from the south-southeast,4,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,30.0,16.0,,,,,,
30.08.2019 00:00,19.2,761.5,762.2,,81,Wind blowing from the south-east,5,,,100%.,No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30.0,15.8,,,,,,
29.08.2019 21:00,19.5,762.3,762.9,,81,Wind blowing from the south-east,4,,,70 – 80%.,No significant weather observed. ,,,17.5,23.8,,70 – 80%.,1000-1500,,,29.0,16.1,,,,,,
29.08.2019 18:00,22.2,762.9,763.6,,66,Wind blowing from the east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,15.6,,,,,,
29.08.2019 15:00,22.4,763.9,764.6,,64,Wind blowing from the east-southeast,5,,,no clouds,No significant weather observed. ,,,,,,,,,,29.0,15.2,,,,,,
29.08.2019 12:00,19.3,764.7,765.4,,75,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,14.7,,,,,,
29.08.2019 09:00,17.5,765.4,766.0,,84,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,14.2,17.6,,,,,,40.0,14.8,,,,,,
29.08.2019 06:00,14.4,765.9,766.6,,98,Wind blowing from the south-east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,11.0,14.1,,,,,,
29.08.2019 03:00,16.5,766.5,767.2,,94,Wind blowing from the south,4,,,no clouds,No significant weather observed. ,,,,,,,,,,26.0,15.5,,,,,,
29.08.2019 00:00,15.0,766.6,767.3,,99,Wind blowing from the south-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,10.0,14.9,,,,,,
28.08.2019 21:00,17.1,766.9,767.5,,90,Wind blowing from the east,3,,,no clouds,No significant weather observed. ,,,16.5,23.5,,,,,,24.0,15.4,,,,,,
28.08.2019 18:00,21.4,767.5,768.2,,69,Wind blowing from the south-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,15.5,,,,,,
28.08.2019 15:00,22.3,768.4,769.0,,66,Wind blowing from the south-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,15.7,,,,,,
28.08.2019 12:00,20.0,768.9,769.6,,79,Wind blowing from the south-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,28.0,16.3,,,,,,
28.08.2019 09:00,16.5,769.2,769.9,,100,Wind blowing from the south-southeast,2,,,no clouds,No significant weather observed. ,,,11.1,16.6,,,,,,14.0,16.5,,,,,,
28.08.2019 06:00,11.3,769.5,770.2,,100,Wind blowing from the north-east,2,,,"10%  or less, but not 0",Fog ,,,,,,"10%  or less, but not 0",Less than  50,,,3.3,11.3,,,,,,
28.08.2019 03:00,13.3,769.4,770.1,,99,Wind blowing from the south-east,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, has become thinner during the past hour. ",,,,,,,50-100,,,0.1,13.2,,,,,,
28.08.2019 00:00,14.1,769.3,769.9,,99,Wind blowing from the south,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, has become thinner during the past hour. ",,,,,,,50-100,,,0.4,14.0,,,,,,
27.08.2019 21:00,16.3,768.7,769.4,,98,Wind blowing from the south,2,,,no clouds,Mist. ,,,16.3,21.2,,,,,,6.0,16.0,,,,,,
27.08.2019 18:00,19.3,769.1,769.8,,83,Wind blowing from the south-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,26.0,16.3,,,,,,
27.08.2019 15:00,20.4,769.6,770.2,,77,Wind blowing from the south,3,,,no clouds,No significant weather observed. ,,,,,,,,,,26.0,16.2,,,,,,
27.08.2019 12:00,19.5,769.6,770.2,,68,Wind blowing from the east-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,13.4,,,,,,
27.08.2019 09:00,17.0,768.8,769.5,,93,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,12.5,19.4,,,,,,21.0,15.8,,,,,,
27.08.2019 06:00,12.8,768.4,769.0,,100,Wind blowing from the north-west,2,,,no clouds,Mist. ,,,,,,,,,,4.2,12.8,,,,,,
27.08.2019 03:00,14.4,767.7,768.4,,99,Wind blowing from the north-west,3,,,no clouds,Mist. ,,,,,,,,,,5.0,14.3,,,,,,
27.08.2019 00:00,17.6,766.9,767.6,,87,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,27.0,15.4,,,,,,
26.08.2019 21:00,18.8,766.3,767.0,,84,Wind blowing from the south-west,3,,,no clouds,No significant weather observed. ,,,17.2,24.3,,,,,,27.0,16.0,,,,,,
26.08.2019 18:00,24.3,766.2,766.9,,56,Wind blowing from the west,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,35.0,14.9,,,,,,
26.08.2019 15:00,23.9,766.4,767.0,,63,Wind blowing from the west-southwest,5,,,50%.,No significant weather observed. ,,,,,,50%.,600-1000,,,30.0,16.3,,,,,,
26.08.2019 12:00,20.9,766.8,767.5,,75,Wind blowing from the south-west,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,16.3,,,,,,
26.08.2019 09:00,17.4,766.9,767.6,,90,Wind blowing from the west,3,,,no clouds,No significant weather observed. ,,,12.9,17.4,,,,,,26.0,15.7,,,,,,
26.08.2019 06:00,13.4,767.3,768.0,,99,Wind blowing from the south-west,4,,,no clouds,Mist. ,,,,,,,,,,9.0,13.3,,,,,,
26.08.2019 03:00,14.3,767.8,768.4,,99,Wind blowing from the south-southwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,21.0,14.2,,,,,,
26.08.2019 00:00,14.3,768.4,769.1,,97,Wind blowing from the south-west,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,26.0,13.8,,,,,,
25.08.2019 21:00,15.2,768.8,769.5,,79,Wind blowing from the south-southwest,3,,,no clouds,No significant weather observed. ,,,13.6,20.5,,,,,,40.0,11.5,,,,,,
25.08.2019 18:00,19.5,769.6,770.2,,51,Wind blowing from the south-southwest,6,,,no clouds,No significant weather observed. ,,,,,,,,,,45.0,9.0,,,,,,
25.08.2019 15:00,19.9,770.4,771.1,,65,Wind blowing from the south,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,13.1,,,,,,
25.08.2019 12:00,19.1,770.8,771.4,,67,Wind blowing from the south,2,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,12.8,,,,,,
25.08.2019 09:00,13.6,771.0,771.7,,96,Wind blowing from the south,1,,,no clouds,No significant weather observed. ,,,8.1,14.6,,,,,,30.0,12.9,,,,,,
25.08.2019 06:00,8.1,770.6,771.3,,100,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,9.0,8.1,,,,,,
25.08.2019 03:00,9.5,770.1,770.8,,99,Wind blowing from the north-northwest,2,,,no clouds,No significant weather observed. ,,,,,,,,,,10.0,9.4,,,,,,
