# Weather station Cairo (airport), Egypt, WMO_ID=62366,selection from 06.01.2019 till 15.10.2021, all days
# Encoding: ANSI
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=62366&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.02.2019 23:00,13.4,758.4,764.2,0.1,71,Wind blowing from the east-northeast,3,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,8.3,,,,,,
12.02.2019 20:00,15.5,758.3,764.1,0.8,60,Wind blowing from the north,5,,,40%., ,,,,19.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,7.8,,,,,,
12.02.2019 17:00,19,757.5,763.2,-0.4,34,Wind blowing from the north-east,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,2.8,,,,,,
12.02.2019 14:00,18.6,757.9,763.6,-2.7,38,Wind blowing from the north-east,2,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,4,,,,,,
12.02.2019 11:00,16.7,760.6,766.4,-0.3,47,Wind blowing from the east-southeast,3,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,5.3,,,,,,
12.02.2019 08:00,12,760.9,766.8,0.2,80,Wind blowing from the east-northeast,2,,,no clouds, ,,,10.5,,,,,,,10,8.7,,,,,,
12.02.2019 05:00,10.9,760.7,766.6,-0.8,81,Wind blowing from the east,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7.8,,,,,,
12.02.2019 02:00,12.1,761.5,767.4,-0.8,75,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7.8,,,,,,
11.02.2019 23:00,13.7,762.3,768.1,0.6,71,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,8.5,,,,,,
11.02.2019 20:00,15.7,761.7,767.5,0.6,63,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.8,,,,,,4,8.7,,,,,,
11.02.2019 17:00,17.8,761.1,766.8,-0.1,46,Wind blowing from the north,3,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,6,,,,,,
11.02.2019 14:00,18.6,761.2,766.9,-1.3,43,Wind blowing from the west,3,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,5.8,,,,,,
11.02.2019 11:00,16.3,762.5,768.3,0.7,51,Wind blowing from the north-northwest,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,6.2,,,,,,
11.02.2019 08:00,13.2,761.8,767.6,1,70,Wind blowing from the south-west,3,,,20�30%., ,,,11,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20�30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,7.9,,,,,,
11.02.2019 05:00,12,760.8,766.7,-0.1,77,Wind blowing from the south-west,2,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.1,,,,,,
11.02.2019 02:00,12.9,760.9,766.7,-0.3,74,Wind blowing from the north-west,2,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.4,,,,,,
10.02.2019 23:00,13.7,761.2,767,0.4,69,Wind blowing from the north-west,2,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.1,,,,,,
10.02.2019 20:00,15,760.8,766.6,1,66,Wind blowing from the north-northwest,4,,,40%., ,,,,18.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.6,,,,,,
10.02.2019 17:00,17,759.8,765.5,0.1,52,Wind blowing from the north-northwest,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.1,,,,,,
10.02.2019 14:00,17.6,759.7,765.4,-1.1,47,Wind blowing from the west,5,,,70 � 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,6.2,,,,,,
10.02.2019 11:00,16.9,760.8,766.6,0.4,51,Wind blowing from the west,4,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",3,6.7,,,,,,
10.02.2019 08:00,13.7,760.4,766.2,1,68,Wind blowing from the south-southwest,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",3,7.9,,,,,,
10.02.2019 05:00,10.8,759.4,765.3,-0.7,81,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3,7.7,,,,,,
10.02.2019 02:00,12.9,760.1,765.9,-0.1,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3,8.8,,,,,,
09.02.2019 23:00,14.1,760.2,766,0.6,70,Wind blowing from the north,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,8.7,,,,,,
09.02.2019 20:00,15.7,759.6,765.4,1,61,Wind blowing from the north,5,,,40%., ,,,,19.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.2,,,,,,
09.02.2019 17:00,18.5,758.6,764.3,-0.3,40,Wind blowing from the west-northwest,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,4.7,,,,,,
09.02.2019 14:00,18,758.9,764.6,-1.1,49,Wind blowing from the west-northwest,4,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,7.1,,,,,,
09.02.2019 11:00,17,760,765.7,0.7,58,Wind blowing from the west,3,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.7,,,,,,
09.02.2019 08:00,12.8,759.3,765.1,0.7,78,Wind blowing from the south-southeast,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,9.1,,,,,,
09.02.2019 05:00,12.7,758.6,764.4,0.2,78,Wind blowing from the south-southwest,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,9,,,,,,
09.02.2019 02:00,13.2,758.4,764.2,0.3,76,"Calm, no wind",0,,,20�30%.,"Haze or smoke, or dust in suspension in the air, visibility less than 1 km. ",No significant weather observed.,No significant weather observed.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,9.1,,,,,,
08.02.2019 23:00,14.2,758.1,763.9,0.8,71,Wind blowing from the west-northwest,2,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,9,,,,,,
08.02.2019 20:00,16.7,757.3,763,1.4,52,Wind blowing from the north-west,3,,,40%., ,,,,19.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,6.8,,,,,,
08.02.2019 17:00,19,755.9,761.6,0,36,Wind blowing from the west,7,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,3.6,,,,,,
08.02.2019 14:00,19.3,755.9,761.6,-1,37,Wind blowing from the west-southwest,7,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,4.3,,,,,,
08.02.2019 11:00,17.3,756.9,762.6,0.6,48,Wind blowing from the south-west,5,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,6,,,,,,
08.02.2019 08:00,13.6,756.3,762.1,1.4,60,Wind blowing from the south-southwest,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,,,,4,6,,,,,,
08.02.2019 05:00,13.5,754.9,760.7,0,58,Wind blowing from the south-southwest,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4,5.4,,,,,,
08.02.2019 02:00,14,754.9,760.7,-0.2,55,Wind blowing from the south,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,4.9,,,,,,
07.02.2019 23:00,15.9,755.1,760.8,0.6,51,Wind blowing from the south,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,5.7,,,,,,
07.02.2019 20:00,17.1,754.5,760.2,1.1,51,Wind blowing from the south,3,,,no clouds, ,,,,19.7,,,,,,10,6.8,,,,,,
07.02.2019 17:00,18.6,753.4,759.1,0.1,44,Wind blowing from the south-southwest,5,,,no clouds,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,6.1,,,,,,
07.02.2019 14:00,19.3,753.3,759,-1.8,30,Wind blowing from the south-southwest,6,,,no clouds, ,,,,,,,,,,10,1.3,,,,,,
07.02.2019 11:00,17.3,755.1,760.8,,29,Wind blowing from the south-southwest,5,,,no clouds, ,,,,,,,,,,10,-0.9,,,,,,
07.02.2019 05:00,11,754.4,760.2,-0.7,72,Wind blowing from the south-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4,6.1,,,,,,
07.02.2019 02:00,11.2,755.1,760.9,-0.4,71,Wind blowing from the south-southeast,5,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,6,,,,,,
06.02.2019 23:00,10.9,755.5,761.3,0.1,85,Wind blowing from the east,2,,,70 � 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,8.5,,,,,,
06.02.2019 20:00,13.1,755.4,761.2,0.2,73,Wind blowing from the south-east,2,,,70 � 80%.,Haze. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,14.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,8.4,4,12,,,,
06.02.2019 17:00,13.8,755.2,761,,59,Wind blowing from the north-northeast,3,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,5.9,,,,,,
06.02.2019 08:00,14.2,757.2,763,0.4,41,Wind blowing from the north-northeast,2,,,100%.,Shower(s) of rain. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.8,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20�30%.,600-1000,,,10,1.2,2,24,,,,
06.02.2019 05:00,15.2,756.8,762.6,0.5,36,Wind blowing from the north-west,3,,,70 � 80%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 � 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,0.2,0.8,3,,,,
06.02.2019 02:00,16.5,756.3,762,0.8,60,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,10,8.7,,,,,,
05.02.2019 23:00,19.8,755.5,761.2,2,30,Wind blowing from the west,5,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,1.7,,,,,,
05.02.2019 20:00,21.8,753.5,759.1,2.8,23,Wind blowing from the west,10,,,70 � 80%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,28.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",2,-0.2,0.6,12,,,,
05.02.2019 17:00,27.5,750.7,756.2,,37,Wind blowing from the east-northeast,4,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",3,11.5,,,,,,
05.02.2019 11:00,27.1,753.1,758.6,-0.8,34,Wind blowing from the east-southeast,7,,,no clouds, ,,,,,,,,,,10,9.9,,,,,,
05.02.2019 08:00,17.9,753.9,759.6,0.2,55,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,,,,6,8.7,,,,,,
05.02.2019 05:00,14.6,753.7,759.4,-0.8,54,Wind blowing from the north-northeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,5.4,,,,,,
05.02.2019 02:00,16.3,754.5,760.2,-0.4,44,Wind blowing from the east-northeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,4,,,,,,
04.02.2019 23:00,18.2,754.9,760.6,-0.3,38,Wind blowing from the south-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,3.7,,,,,,
04.02.2019 20:00,21.1,755.2,760.8,0.6,42,Wind blowing from the east,1,,,no clouds, ,,,,27.6,,,,,,10,7.7,,,,,,
04.02.2019 17:00,25.6,754.6,760.1,-0.5,32,Wind blowing from the west-northwest,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7.7,,,,,,
04.02.2019 14:00,26.6,755.1,760.6,-1.1,25,Wind blowing from the west-northwest,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4,4.9,,,,,,
04.02.2019 11:00,20.6,756.2,761.8,-0.2,37,Wind blowing from the north-northwest,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2,5.4,,,,,,
04.02.2019 08:00,12,756.4,762.2,0.6,60,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,,,,6,4.3,,,,,,
04.02.2019 05:00,11,755.8,761.6,-0.5,77,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,10,7,,,,,,
04.02.2019 02:00,12.1,756.3,762.1,-0.9,82,Wind blowing from the north-northeast,3,,,no clouds, ,,,,,,,,,,10,9.1,,,,,,
03.02.2019 23:00,14,757.2,763,-0.4,78,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,10,10.2,,,,,,
03.02.2019 20:00,16,757.6,763.3,0.8,62,Wind blowing from the north-east,6,,,no clouds, ,,,,23.1,,,,,,10,8.6,,,,,,
03.02.2019 17:00,21.4,756.8,762.4,-0.6,36,Wind blowing from the north-northeast,6,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,5.7,,,,,,
03.02.2019 14:00,21.9,757.4,763,-1.7,32,Wind blowing from the north-east,7,,,no clouds, ,,,,,,,,,,10,4.2,,,,,,
03.02.2019 11:00,17.4,759.1,764.8,-0.5,44,Wind blowing from the north-east,9,,,no clouds, ,,,,,,,,,,10,4.9,,,,,,
03.02.2019 08:00,12.5,759.6,765.4,0.5,77,Wind blowing from the east-northeast,5,,,no clouds, ,,,10.9,,,,,,,10,8.5,,,,,,
03.02.2019 05:00,11.2,759.1,765,-0.2,81,Wind blowing from the north-east,5,,,no clouds, ,,,,,,,,,,10,8.1,,,,,,
03.02.2019 02:00,11.9,759.3,765.1,-0.9,74,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,10,7.4,,,,,,
02.02.2019 23:00,13.1,760.2,766,0.4,69,Wind blowing from the north-east,4,,,no clouds, ,,,,,,,,,,10,7.5,,,,,,
02.02.2019 20:00,15.9,759.8,765.6,0.4,55,Wind blowing from the north-northeast,6,,,no clouds, ,,,,20.5,,,,,,10,6.9,,,,,,
02.02.2019 17:00,18.9,759.4,765.1,-0.2,42,Wind blowing from the north,6,,,no clouds, ,,,,,,,,,,10,5.7,,,,,,
02.02.2019 14:00,20.3,759.6,765.3,,39,Wind blowing from the north-northeast,5,,,no clouds, ,,,,,,,,,,10,5.9,,,,,,
02.02.2019 08:00,11.3,760.7,766.6,1.3,52,Wind blowing from the north-east,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",3,1.8,,,,,,
02.02.2019 05:00,11.1,759.4,765.3,-1.1,50,Wind blowing from the north-east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,1.1,,,,,,
02.02.2019 02:00,13.1,760.5,766.3,0,54,Wind blowing from the north-east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4,4,,,,,,
01.02.2019 23:00,15,760.5,766.3,0,56,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,6.3,,,,,,
01.02.2019 20:00,18.2,760.5,766.2,0.6,39,Wind blowing from the north-east,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.2,,,,,,6,4,,,,,,
01.02.2019 17:00,21,759.9,765.6,0.1,26,Wind blowing from the north,4,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",6,0.8,,,,,,
01.02.2019 14:00,22,759.8,765.4,-1.3,23,Wind blowing from the west-northwest,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",6,-0.1,,,,,,
