# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.08.2019 00:00,17.1,756.7,757.3,,95,Wind blowing from the south-southwest,4,,,50%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,12,16.3,,,,,,
11.08.2019 21:00,18.3,756.2,756.9,,87,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,15.9,20.4,,"90  or more, but not 100%",300-600,,,19,16.1,7,12,,,,
11.08.2019 18:00,19.4,755.8,756.4,,87,Wind blowing from the south,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,300-600,,,14,17.1,,,,,,
11.08.2019 15:00,16.5,755.7,756.4,,98,Wind blowing from the south-southeast,4,,,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,100-200,,,0.7,16.2,,,,,,
11.08.2019 12:00,16.6,756.1,756.7,,88,Wind blowing from the east-southeast,5,,,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,30,14.5,,,,,,
11.08.2019 09:00,17.8,756.7,757.3,,84,Wind blowing from the south,5,,,"90  or more, but not 100%",No significant weather observed. ,,,15.9,18.4,,"90  or more, but not 100%",300-600,,,27,15.1,,,,,,
11.08.2019 06:00,16.9,757,757.6,,89,Wind blowing from the south-east,3,,,50%.,No significant weather observed. ,,,,,,40%.,600-1000,,,26,15.1,,,,,,
11.08.2019 03:00,17.5,757.9,758.5,,89,Wind blowing from the south,3,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,27,15.6,,,,,,
11.08.2019 00:00,16.5,758.6,759.3,,93,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,17,15.4,,,,,,
10.08.2019 21:00,17.9,759.1,759.7,,86,Wind blowing from the south,2,,,"90  or more, but not 100%",No significant weather observed. ,,,16.5,22.3,,,"2500 or more, or no clouds.",,,28,15.5,,,,,,
10.08.2019 18:00,19.8,759.3,760,,63,Wind blowing from the south-east,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30,12.4,,,,,,
10.08.2019 15:00,20.7,760,760.6,,66,Wind blowing from the south-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35,14,,,,,,
10.08.2019 12:00,20.2,759.8,760.5,,61,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,12.4,,,,,,
10.08.2019 09:00,16.5,759.6,760.3,,100,Wind blowing from the south-southeast,1,,,no clouds,No significant weather observed. ,,,10.1,16.5,,,,,,21,16.5,,,,,,
10.08.2019 06:00,10.2,758.8,759.5,,100,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,7,10.2,,,,,,
10.08.2019 03:00,11.7,758.5,759.1,,100,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,3.2,11.7,,,,,,
10.08.2019 00:00,14.5,757.6,758.3,,99,Wind blowing from the north-northwest,2,,,70 – 80%.,Mist. ,,,,,,70 – 80%.,"2500 or more, or no clouds.",,,5,14.4,,,,,,
09.08.2019 21:00,16.4,756.3,757,,96,Wind blowing from the west-northwest,1,,,100%.,Rain (not freezing). ,,,15.5,22.8,,"10%  or less, but not 0",1500-2000,,,19,15.8,1,12,,,,
09.08.2019 18:00,19.8,755.3,756,,72,Wind blowing from the south-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,1500-2000,,,22,14.5,,,,,,
09.08.2019 15:00,22,754.3,754.9,,52,Wind blowing from the north,3,,,50%.,No significant weather observed. ,,,,,,50%.,1000-1500,,,30,11.7,,,,,,
09.08.2019 12:00,19.1,754,754.7,,71,Wind blowing from the east-northeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,27,13.7,,,,,,
09.08.2019 09:00,15.5,753.2,753.9,,88,Wind blowing from the north,2,,,"90  or more, but not 100%",No significant weather observed. ,,,12.1,18.5,,"90  or more, but not 100%",2000-2500,,,19,13.5,,,,,,
09.08.2019 06:00,13.2,752.7,753.4,,97,Wind blowing from the north,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,18,12.8,,,,,,
09.08.2019 03:00,12.6,752.3,753,,98,Wind blowing from the north-west,2,,,no clouds,No significant weather observed. ,,,,,,,,,,13,12.3,,,,,,
09.08.2019 00:00,16.2,752.4,753,,84,Wind blowing from the north,2,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,30,13.4,,,,,,
08.08.2019 21:00,18.5,752.3,753,,79,Wind blowing from the west,3,,,100%.,No significant weather observed. ,,,17,20.4,,40%.,300-600,,,25,14.7,,,,,,
08.08.2019 18:00,19,752.3,753,,79,Wind blowing from the south,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,300-600,,,24,15.3,,,,,,
08.08.2019 15:00,20,752.4,753.1,,76,Wind blowing from the south-southeast,2,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,300-600,,,23,15.7,,,,,,
08.08.2019 12:00,18.9,752.8,753.5,,78,Wind blowing from the south-southeast,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,26,15,,,,,,
08.08.2019 09:00,17,753,753.7,,88,Wind blowing from the west-southwest,1,,,40%.,No significant weather observed. ,,,12,17,,40%.,300-600,,,22,15,0.1,12,,,,
08.08.2019 06:00,13.6,753.4,754,,99,Wind blowing from the north-east,2,,,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,10,13.5,,,,,,
08.08.2019 03:00,12.4,753.3,754,,99,Wind blowing from the north-northeast,2,,,"10%  or less, but not 0",Mist. ,,,,,,"10%  or less, but not 0",300-600,,,3.8,12.2,,,,,,
08.08.2019 00:00,14.9,753.5,754.2,,94,Wind blowing from the south-west,1,,,60%.,No significant weather observed. ,,,,,,50%.,300-600,,,17,14,,,,,,
07.08.2019 21:00,16.8,753.4,754.1,,83,Wind blowing from the east-southeast,3,,,20–30%.,No significant weather observed. ,,,16.5,20.4,,20–30%.,1000-1500,,,30,13.9,0.1,12,,,,
07.08.2019 18:00,18,753.1,753.7,,74,Wind blowing from the east-southeast,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,29,13.3,,,,,,
07.08.2019 15:00,19.2,753.4,754,,69,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,300-600,,,29,13.4,,,,,,
07.08.2019 12:00,17.4,753.1,753.8,,83,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,30,14.4,,,,,,
07.08.2019 09:00,16.8,752.8,753.5,,87,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,11.6,17.2,,"90  or more, but not 100%",300-600,,,24,14.6,,,,,,
07.08.2019 06:00,11.7,752.8,753.5,,99,Wind blowing from the north-east,3,,,50%.,Mist. ,,,,,,50%.,200-300,,,3.3,11.6,,,,,,
07.08.2019 03:00,12.9,753.2,753.9,,99,Wind blowing from the west,1,,,"90  or more, but not 100%",Mist. ,,,,,,"90  or more, but not 100%",2000-2500,,,6,12.8,,,,,,
07.08.2019 00:00,15.7,753.3,754,,94,Wind blowing from the south-west,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,19,14.7,,,,,,
06.08.2019 21:00,17.2,753.4,754,,87,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%",No significant weather observed. ,,,16.2,19.9,,"90  or more, but not 100%","2500 or more, or no clouds.",,,26,15,,,,,,
06.08.2019 18:00,19,753.7,754.3,,82,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",200-300,,,28,15.9,,,,,,
06.08.2019 15:00,17.2,753.8,754.5,,88,Wind blowing from the south,4,,,70 – 80%.,"Drizzle, not freezing, slight. ",,,,,,70 – 80%.,200-300,,,20,15.1,,,,,,
06.08.2019 12:00,18.5,754.1,754.8,,69,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,30,12.7,,,,,,
06.08.2019 09:00,16.2,754.4,755.1,,64,Wind blowing from the west-northwest,1,,,"90  or more, but not 100%",No significant weather observed. ,,,11,19.9,,40%.,"2500 or more, or no clouds.",,,29,9.3,,,,,,
06.08.2019 06:00,11.3,754.3,754.9,,92,Wind blowing from the north-northwest,3,,,50%.,No significant weather observed. ,,,,,,50%.,"2500 or more, or no clouds.",,,27,10.1,,,,,,
06.08.2019 03:00,13.1,754.6,755.2,,79,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35,9.6,,,,,,
06.08.2019 00:00,16.2,754.3,754.9,,52,Wind blowing from the west,5,,,no clouds,No significant weather observed. ,,,,,,,,,,40,6.3,,,,,,
05.08.2019 21:00,19.9,753.7,754.3,,41,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,13,22.4,,,,,,35,6.3,,,,,,
05.08.2019 18:00,21.5,753.6,754.3,,34,Wind blowing from the west-northwest,7,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,35,5.1,,,,,,
05.08.2019 15:00,21.2,754.2,754.9,,36,Wind blowing from the north-west,6,,,70 – 80%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,29,5.5,,,,,,
05.08.2019 12:00,18.7,755,755.6,,42,Wind blowing from the north-west,5,,,no clouds,No significant weather observed. ,,,,,,,,,,30,5.3,,,,,,
05.08.2019 09:00,13,755.8,756.4,,62,Wind blowing from the north-west,3,,,no clouds,No significant weather observed. ,,,7,15.9,,,,,,35,5.8,,,,,,
05.08.2019 06:00,8.3,756.1,756.8,,79,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,45,4.8,,,,,,
05.08.2019 03:00,8.5,756.1,756.8,,82,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,40,5.6,,,,,,
05.08.2019 00:00,9,755.9,756.6,,75,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,40,4.7,,,,,,
04.08.2019 21:00,15.9,755.9,756.6,,43,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,11.4,17.7,,,,,,35,3.4,,,,,,
04.08.2019 18:00,17.4,756.3,756.9,,39,Wind blowing from the north,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,35,3.3,,,,,,
04.08.2019 15:00,16.6,757.3,758,,38,Wind blowing from the north-west,4,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,28,2.2,,,,,,
04.08.2019 12:00,14.1,757.8,758.5,,58,Wind blowing from the north-west,3,,,50%.,No significant weather observed. ,,,,,,50%.,600-1000,,,30,6,,,,,,
04.08.2019 09:00,11.4,758.5,759.1,,75,Wind blowing from the north,3,,,100%.,No significant weather observed. ,,,5.5,14,,100%.,1500-2000,,,40,7,,,,,,
04.08.2019 06:00,5.5,758.3,759,,96,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,,,,,,,,30,4.9,,,,,,
04.08.2019 03:00,6.7,758.3,759,,88,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,,,,,,,,40,4.9,,,,,,
04.08.2019 00:00,10.4,758.2,758.8,,63,Wind blowing from the north,4,,,no clouds,No significant weather observed. ,,,,,,,,,,45,3.7,,,,,,
03.08.2019 21:00,14,758,758.7,,46,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,12.2,18.5,,,,,,45,2.6,,,,,,
03.08.2019 18:00,16.6,758,758.7,,42,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,35,3.5,,,,,,
03.08.2019 15:00,17.2,758,758.7,,40,Wind blowing from the north,3,,,40%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,30,3.4,,,,,,
03.08.2019 12:00,14.6,758.5,759.1,,58,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,40,6.3,,,,,,
03.08.2019 09:00,12.2,758.5,759.2,,72,Wind blowing from the north,5,,,no clouds,No significant weather observed. ,,,8.1,15.7,,,,,,35,7.2,,,,,,
03.08.2019 06:00,9.1,758.4,759.1,,79,Wind blowing from the north,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40,5.6,,,,,,
03.08.2019 03:00,8.7,758.2,758.9,,78,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,,,,,,,,40,5.1,,,,,,
03.08.2019 00:00,12.6,758.3,759,,56,Wind blowing from the north,3,,,50%.,No significant weather observed. ,,,,,,50%.,1500-2000,,,45,3.9,,,,,,
02.08.2019 21:00,15.7,758.2,758.8,,46,Wind blowing from the north-northeast,6,,,50%.,No significant weather observed. ,,,15.4,20.9,,50%.,1500-2000,,,35,3.9,,,,,,
02.08.2019 18:00,19.2,757.6,758.2,,42,Wind blowing from the north-east,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,35,5.9,,,,,,
02.08.2019 15:00,19.9,757.4,758.1,,39,Wind blowing from the north,6,,,no clouds,No significant weather observed. ,,,,,,,,,,25,5.4,,,,,,
02.08.2019 12:00,19.4,757.1,757.8,,48,Wind blowing from the north-west,5,,,50%.,No significant weather observed. ,,,,,,50%.,1000-1500,,,30,8.1,,,,,,
02.08.2019 09:00,15.4,757.6,758.3,,62,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%",No significant weather observed. ,,,8.8,15.4,,"90  or more, but not 100%",1500-2000,,,30,8.1,,,,,,
02.08.2019 06:00,8.9,758.5,759.2,,82,Wind blowing from the north-west,3,,,60%.,No significant weather observed. ,,,,,,60%.,1500-2000,,,30,5.9,,,,,,
02.08.2019 03:00,11.9,759.1,759.8,,64,Wind blowing from the north-northwest,3,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,40,5.3,,,,,,
02.08.2019 00:00,9.3,759.4,760,,80,Wind blowing from the north-northwest,2,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,30,5.9,,,,,,
01.08.2019 21:00,15.2,759.5,760.3,,51,Wind blowing from the north-northeast,4,,,100%.,No significant weather observed. ,,,13.6,19.5,,100%.,1500-2000,,,35,5,,,,,,
01.08.2019 18:00,16.9,759.5,760.2,,57,Wind blowing from the south,3,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1500-2000,,,30,8.3,,,,,,
01.08.2019 15:00,18.1,760,760.6,,43,Wind blowing from the north-northeast,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,5.2,,,,,,
01.08.2019 12:00,16.2,760.6,761.2,,49,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,,,,,,,,28,5.5,,,,,,
01.08.2019 09:00,13.6,761.1,761.8,,60,Wind blowing from the north-northeast,4,,,"10%  or less, but not 0",No significant weather observed. ,,,11.3,17.2,,"10%  or less, but not 0",600-1000,,,28,5.8,,,,,,
01.08.2019 06:00,11.4,761.3,762,,73,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,19,6.7,,,,,,
01.08.2019 03:00,13.5,760.9,761.6,,69,Wind blowing from the north-east,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,35,7.9,,,,,,
01.08.2019 00:00,13.3,760.6,761.3,,92,Wind blowing from the south-east,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,25,12,,,,,,
31.07.2019 21:00,17.1,760,760.7,,67,Wind blowing from the south-east,2,,,no clouds,No significant weather observed. ,,,13.2,21.8,,,,,,35,10.9,,,,,,
31.07.2019 18:00,20.3,759.5,760.2,,35,Wind blowing from the north,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,4.3,,,,,,
31.07.2019 15:00,20.9,759.6,760.3,,39,Wind blowing from the north-northeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,28,6.4,,,,,,
31.07.2019 12:00,17.2,759.3,760,,47,Wind blowing from the north,7,,,no clouds,No significant weather observed. ,,,,,,,,,,30,5.8,,,,,,
31.07.2019 09:00,13.2,758.8,759.4,,66,Wind blowing from the north,4,,,"90  or more, but not 100%",No significant weather observed. ,,,11,14.2,,20–30%.,600-1000,,,35,6.9,,,,,,
31.07.2019 06:00,11.1,758.8,759.5,,75,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,45,6.8,,,,,,
31.07.2019 03:00,11.8,758.9,759.6,,66,Wind blowing from the north-northwest,5,,,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,600-1000,,,40,5.5,,,,,,
31.07.2019 00:00,12.9,758.8,759.4,,58,Wind blowing from the north,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,1000-1500,,,40,4.7,,,,,,
30.07.2019 21:00,14.1,758.8,759.5,,52,Wind blowing from the north,6,,,"90  or more, but not 100%",No significant weather observed. ,,,12.3,17,,"90  or more, but not 100%",1500-2000,,,40,4.2,,,,,,
30.07.2019 18:00,14.7,759.3,760,,49,Wind blowing from the north,5,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,40,4.1,,,,,,
30.07.2019 15:00,15.3,759.4,760.1,,45,Wind blowing from the north,7,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1000-1500,,,35,3.5,,,,,,
30.07.2019 12:00,15,759.4,760,,46,Wind blowing from the north-northeast,6,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1000-1500,,,40,3.5,,,,,,
30.07.2019 09:00,12.3,759.3,760,,63,Wind blowing from the north-northeast,6,,,50%.,No significant weather observed. ,,,9.9,18.1,,50%.,"2500 or more, or no clouds.",,,40,5.3,0.7,12,,,,
30.07.2019 06:00,12.5,759.1,759.7,,61,Wind blowing from the north-east,5,,,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,40,5.2,,,,,,
30.07.2019 03:00,13.9,758.5,759.1,,61,Wind blowing from the north-east,6,,,60%.,No significant weather observed. ,,,,,,60%.,"2500 or more, or no clouds.",,,45,6.5,,,,,,
30.07.2019 00:00,16,757.6,758.2,,77,Wind blowing from the north,1,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,40,11.9,,,,,,
29.07.2019 21:00,18.1,757.6,758.2,,61,Wind blowing from the west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,16.2,19.9,,70 – 80%.,1000-1500,,,40,10.5,,,,,,
29.07.2019 18:00,18.3,758.2,758.9,,62,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,2000-2500,,,40,10.9,,,,,,
29.07.2019 15:00,19.2,759.1,759.7,,59,Wind blowing from the south-southwest,4,,,40%.,No significant weather observed. ,,,,,,40%.,1000-1500,,,30,10.9,,,,,,
29.07.2019 12:00,18.1,760.1,760.8,,64,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,40,11.2,,,,,,
29.07.2019 09:00,16.2,760.6,761.2,,71,Wind blowing from the south-southeast,3,,,50%.,No significant weather observed. ,,,16.2,21.6,,50%.,600-1000,,,35,10.8,,,,,,
29.07.2019 06:00,16.2,760.6,761.3,,73,Wind blowing from the east-southeast,4,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40,11.3,,,,,,
29.07.2019 03:00,17.8,760.5,761.2,,66,Wind blowing from the east-southeast,5,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,40,11.4,,,,,,
29.07.2019 00:00,19.4,760,760.6,,73,Wind blowing from the east,5,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,29,14.5,,,,,,
28.07.2019 21:00,21.6,759.2,759.8,,77,Wind blowing from the east-southeast,4,,,60%.,No significant weather observed. ,,,21.6,32.8,,"10%  or less, but not 0",1000-1500,,,26,17.4,,,,,,
28.07.2019 18:00,28.9,757.7,758.4,,46,Wind blowing from the east,3,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,30,16.2,,,,,,
28.07.2019 15:00,32.4,758.2,758.9,,36,Wind blowing from the north-east,4,,,40%.,No significant weather observed. ,,,,,,40%.,2000-2500,,,27,15.6,,,,,,
28.07.2019 12:00,31,758.9,759.6,,40,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35,15.7,,,,,,
28.07.2019 09:00,26.7,759.7,760.3,,54,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,17.5,26.7,,,,,,28,16.6,,,,,,
28.07.2019 06:00,18.1,760.5,761.2,,89,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,,,,,,,,23,16.2,,,,,,
28.07.2019 03:00,17.9,761,761.7,,90,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,,,,,,,,20,16.2,,,,,,
28.07.2019 00:00,20.2,761.5,762.2,,76,Wind blowing from the west-northwest,2,,,no clouds,No significant weather observed. ,,,,,,,,,,27,15.8,,,,,,
27.07.2019 21:00,24.9,761.7,762.4,,62,Wind blowing from the west-southwest,2,,,no clouds,No significant weather observed. ,,,24.5,28.7,,,,,,30,17.1,,,,,,
27.07.2019 18:00,27.7,762.7,763.3,,46,Wind blowing from the south,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30,15.1,,,,,,
27.07.2019 15:00,27.9,763.9,764.6,,50,Wind blowing from the south-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,22,16.5,,,,,,
27.07.2019 12:00,27.2,765.1,765.7,,53,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30,16.8,,,,,,
27.07.2019 09:00,24.5,765.6,766.3,,60,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,15.9,24.5,,,,,,29,16.3,,,,,,
27.07.2019 06:00,16.1,765.6,766.3,,96,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,15,15.4,,,,,,
27.07.2019 03:00,16.6,765.8,766.5,,94,Wind blowing from the north-northeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,18,15.7,,,,,,
27.07.2019 00:00,18.3,765.8,766.5,,91,Wind blowing from the north-northeast,2,,,no clouds,No significant weather observed. ,,,,,,,,,,20,16.8,,,,,,
26.07.2019 21:00,23.8,765.7,766.3,,64,Wind blowing from the east-northeast,1,,,no clouds,No significant weather observed. ,,,21.2,26.2,,,,,,29,16.5,,,,,,
26.07.2019 18:00,25.4,766,766.6,,58,Wind blowing from the east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30,16.4,,,,,,
26.07.2019 15:00,24.7,766.3,766.9,,60,Wind blowing from the east,5,,,no clouds,No significant weather observed. ,,,,,,,,,,30,16.3,,,,,,
26.07.2019 12:00,23.4,766.4,767.1,,65,Wind blowing from the east-southeast,5,,,no clouds,No significant weather observed. ,,,,,,,,,,35,16.4,,,,,,
26.07.2019 09:00,21.2,766.1,766.8,,74,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,14.6,21.2,,,,,,24,16.4,,,,,,
26.07.2019 06:00,15,765.5,766.2,,93,Wind blowing from the north-northeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30,13.9,,,,,,
26.07.2019 03:00,15.2,764.9,765.6,,88,Wind blowing from the north,2,,,no clouds,No significant weather observed. ,,,,,,,,,,40,13.2,,,,,,
26.07.2019 00:00,15.8,764.8,765.4,,84,Wind blowing from the west-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35,13,,,,,,
25.07.2019 21:00,20.9,764.4,765.1,,60,Wind blowing from the west-southwest,2,,,no clouds,No significant weather observed. ,,,20.6,24.1,,,,,,30,12.7,,,,,,
25.07.2019 18:00,22.5,763.9,764.5,,56,Wind blowing from the south-southeast,2,,,no clouds,No significant weather observed. ,,,,,,,,,,40,13.2,,,,,,
25.07.2019 15:00,21.5,764,764.7,,64,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,14.4,,,,,,
25.07.2019 12:00,21.1,763.8,764.5,,72,Wind blowing from the south-east,6,,,no clouds,No significant weather observed. ,,,,,,,,,,29,15.9,,,,,,
25.07.2019 09:00,21,763.2,763.9,,68,,,,,no clouds, ,,,17.1,26.8,,,,,,,14.8,,,,,,
25.07.2019 06:00,17.2,762.4,763,,77,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,40,13.2,,,,,,
25.07.2019 03:00,19.6,762.1,762.7,,64,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,45,12.5,,,,,,
25.07.2019 00:00,20.9,761.8,762.5,,64,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40,13.7,,,,,,
24.07.2019 21:00,26.8,761.2,761.9,,33,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,21.7,28.7,,,,,,40,9.4,,,,,,
24.07.2019 18:00,28,761.2,761.8,,33,Wind blowing from the north-west,5,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,2000-2500,,,35,10.1,,,,,,
24.07.2019 15:00,28.1,761.6,762.3,,37,Wind blowing from the north-west,4,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,2000-2500,,,40,12.1,,,,,,
24.07.2019 12:00,25.7,761.6,762.3,,49,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,28,14.3,,,,,,
24.07.2019 09:00,21.7,761.7,762.4,,67,Wind blowing from the north-west,3,,,no clouds,No significant weather observed. ,,,14.6,22,,,,,,30,15.2,,,,,,
24.07.2019 06:00,15.6,761.5,762.1,,95,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,28,14.8,,,,,,
24.07.2019 03:00,15.5,761.5,762.2,,95,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,25,14.7,,,,,,
24.07.2019 00:00,17.5,761.2,761.8,,84,Wind blowing from the north-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30,14.7,,,,,,
23.07.2019 21:00,22,761.1,761.8,,61,Wind blowing from the north-west,2,,,"90  or more, but not 100%",No significant weather observed. ,,,19.8,25.9,,"90  or more, but not 100%","2500 or more, or no clouds.",,,35,14.1,,,,,,
23.07.2019 18:00,24.3,760.7,761.4,,52,Wind blowing from the west,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30,13.7,,,,,,
